buoy,date,speed,direction,code
Sinan,2016-01-22 10,8.9,35,NE
Sinan,2016-01-22 11,10.3,39,NE
Sinan,2016-01-22 12,8.3,32,NNE
Sinan,2016-01-22 13,7.7,36,NE
Sinan,2016-01-22 14,9.4,37,NE
Sinan,2016-01-22 15,6.8,345,NNW
Sinan,2016-01-22 16,10.8,45,NE
Sinan,2016-01-22 18,6.4,37,NE
Sinan,2016-01-22 19,2.3,226,SW
Sinan,2016-01-22 20,9.5,16,NNE
Sinan,2016-01-22 21,6,344,NNW
Sinan,2016-01-22 22,4.5,240,WSW
Sinan,2016-01-22 23,8.3,19,NNE
Sinan,2016-01-23 00,5,50,NE
Sinan,2016-01-23 01,6.8,50,NE
Sinan,2016-01-23 02,7.2,55,NE
Sinan,2016-01-23 03,1.4,40,NE
Sinan,2016-01-23 04,6.3,49,NE
Sinan,2016-01-23 05,6,68,ENE
Sinan,2016-01-23 06,5.1,61,ENE
Sinan,2016-01-23 07,3.4,52,NE
Sinan,2016-01-23 08,2.1,30,NNE
Sinan,2016-01-23 09,8.8,51,NE
Sinan,2016-01-23 10,8.2,45,NE
Sinan,2016-01-23 11,5.2,19,NNE
Sinan,2016-01-23 12,7.5,35,NE
Sinan,2016-01-23 13,7.9,27,NNE
Sinan,2016-01-23 14,6.1,350,N
Sinan,2016-01-23 15,5.8,46,NE
Sinan,2016-01-23 16,4.9,48,NE
Sinan,2016-01-23 17,4.1,317,NW
Sinan,2016-01-23 18,11.8,355,N
Sinan,2016-01-23 19,10.9,355,N
Sinan,2016-01-23 20,11,1,N
Sinan,2016-01-23 21,11.2,338,NNW
Sinan,2016-01-23 22,11.7,297,WNW
Sinan,2016-01-23 23,11.5,348,NNW
Sinan,2016-01-24 00,10.2,325,NW
Sinan,2016-01-24 01,11.2,334,NNW
Sinan,2016-01-24 02,12.6,337,NNW
Sinan,2016-01-24 03,12.2,343,NNW
Sinan,2016-01-24 04,11.4,339,NNW
Sinan,2016-01-24 05,,287,WNW
Sinan,2016-01-24 08,13.4,165,SSE
Sinan,2016-01-24 13,12,5,N
Sinan,2016-01-25 15,2.3,319,NW
Sinan,2016-01-25 16,3.3,226,SW
Sinan,2016-01-25 17,7,158,SSE
Sinan,2016-01-28 13,4.1,69,ENE
Sinan,2016-01-28 14,5.2,53,NE
Sinan,2016-01-28 15,6,91,E
Sinan,2016-01-28 16,7.4,357,N
Sinan,2016-01-28 17,6.6,350,N
Sinan,2016-01-28 18,7.5,349,N
Sinan,2016-01-28 19,6.8,335,NNW
Sinan,2016-01-28 20,8.2,345,NNW
Sinan,2016-01-28 21,7.8,348,NNW
Sinan,2016-01-28 22,7.2,347,NNW
Sinan,2016-01-28 23,5.8,341,NNW
Sinan,2016-01-29 00,4.8,341,NNW
Sinan,2016-01-29 01,5,337,NNW
Sinan,2016-01-29 02,4.5,318,NW
Sinan,2016-01-29 03,6.2,251,WSW
