buoy,date,speed,direction,code
울산,2016-01-21 06,2.9,44,NE
울산,2016-01-21 07,2.8,44,NE
울산,2016-01-21 08,3.2,16,NNE
울산,2016-01-21 09,3.8,14,NNE
울산,2016-01-21 10,3.7,352,N
울산,2016-01-21 11,2.3,295,WNW
울산,2016-01-21 12,2.1,3,N
울산,2016-01-21 13,1.6,296,WNW
울산,2016-01-21 14,4.1,311,NW
울산,2016-01-21 15,5.7,335,NNW
울산,2016-01-21 16,5.7,334,NNW
울산,2016-01-21 17,6.8,323,NW
울산,2016-01-21 18,5.9,348,NNW
울산,2016-01-21 19,5.8,352,N
울산,2016-01-21 20,8.1,347,NNW
울산,2016-01-21 21,7.5,8,N
울산,2016-01-21 22,8.4,326,NW
울산,2016-01-21 23,8.8,353,N
울산,2016-01-22 00,10,48,NE
울산,2016-01-22 01,9.3,12,NNE
울산,2016-01-22 02,10.1,345,NNW
울산,2016-01-22 03,9.9,355,N
울산,2016-01-22 04,9.7,9,N
울산,2016-01-22 05,10,8,N
울산,2016-01-22 06,9.6,10,N
울산,2016-01-22 07,9.4,19,NNE
울산,2016-01-22 08,9,25,NNE
울산,2016-01-22 09,8.3,25,NNE
울산,2016-01-22 10,8.5,357,N
울산,2016-01-22 11,9,18,NNE
울산,2016-01-22 12,3.5,308,NW
울산,2016-01-22 13,10,7,N
울산,2016-01-22 14,7.5,346,NNW
울산,2016-01-22 15,7.1,33,NNE
울산,2016-01-22 16,6.5,344,NNW
울산,2016-01-22 18,6.4,13,NNE
울산,2016-01-22 19,6,0,N
울산,2016-01-22 20,7.7,14,NNE
울산,2016-01-22 21,7.4,1,N
울산,2016-01-22 22,6.8,353,N
울산,2016-01-22 23,6.3,5,N
울산,2016-01-23 00,6,356,N
울산,2016-01-23 01,5.6,36,NE
울산,2016-01-23 02,8.5,10,N
울산,2016-01-23 03,9,343,NNW
울산,2016-01-23 04,11.3,10,N
울산,2016-01-23 05,11.3,11,N
울산,2016-01-23 06,10.5,358,N
울산,2016-01-23 07,11.1,359,N
울산,2016-01-23 08,12.6,16,NNE
울산,2016-01-23 09,13.2,357,N
울산,2016-01-23 10,12,347,NNW
울산,2016-01-23 11,9.8,346,NNW
울산,2016-01-23 12,9.1,352,N
울산,2016-01-23 13,7.6,339,NNW
울산,2016-01-23 14,10.7,303,WNW
울산,2016-01-23 15,8.8,347,NNW
울산,2016-01-23 16,13.3,339,NNW
울산,2016-01-23 17,10.7,317,NW
울산,2016-01-23 18,11.7,339,NNW
울산,2016-01-23 19,11.1,335,NNW
울산,2016-01-23 20,11.4,340,NNW
울산,2016-01-23 21,11.9,323,NW
울산,2016-01-23 22,12.4,341,NNW
울산,2016-01-23 23,11.3,309,NW
울산,2016-01-24 00,12,289,WNW
울산,2016-01-24 01,9.6,308,NW
울산,2016-01-24 02,11.9,260,W
울산,2016-01-24 03,10.8,273,W
울산,2016-01-24 04,12.3,302,WNW
울산,2016-01-24 05,10.9,318,NW
울산,2016-01-24 06,10.5,276,W
울산,2016-01-24 07,10,317,NW
울산,2016-01-24 08,11.8,321,NW
울산,2016-01-24 09,10.3,327,NNW
울산,2016-01-24 10,5.8,333,NNW
울산,2016-01-24 11,8,38,NE
울산,2016-01-24 12,10.1,294,WNW
울산,2016-01-24 13,14.9,336,NNW
울산,2016-01-24 14,12.9,285,WNW
울산,2016-01-24 15,11.1,339,NNW
울산,2016-01-24 16,8.2,333,NNW
울산,2016-01-24 17,9.3,337,NNW
울산,2016-01-24 18,9,325,NW
울산,2016-01-24 19,12.5,337,NNW
울산,2016-01-24 20,13.1,328,NNW
울산,2016-01-24 21,10.5,332,NNW
울산,2016-01-24 22,12.7,310,NW
울산,2016-01-24 23,13,305,NW
울산,2016-01-25 00,12.6,359,N
울산,2016-01-25 01,15.1,359,N
울산,2016-01-25 02,12.3,317,NW
울산,2016-01-25 03,13.9,309,NW
울산,2016-01-25 04,13,308,NW
울산,2016-01-25 05,12,323,NW
울산,2016-01-25 06,11.8,331,NNW
울산,2016-01-25 07,13.2,317,NW
울산,2016-01-25 08,10.7,303,WNW
울산,2016-01-25 09,10.7,320,NW
울산,2016-01-25 10,9.3,328,NNW
울산,2016-01-25 11,6.9,293,WNW
울산,2016-01-25 12,9,308,NW
울산,2016-01-25 13,7.9,299,WNW
울산,2016-01-25 14,6.5,289,WNW
울산,2016-01-25 15,3.9,257,WSW
울산,2016-01-25 16,2.7,239,WSW
울산,2016-01-25 17,3,283,WNW
울산,2016-01-25 18,2.1,298,WNW
